niveau	ID	Wetenschappelijke naam	Naam	Euring	Species id	Familie	Soortgroep	Soortstatus	Datum	Tijd	invoerdatum	timestamp	type waarneming	Aantal	min	max	Geslacht	telmethode	Kleed	Gedrag	X	Y	lat	Lng	Biotoop	Gebied	Gemeente	Provincie	Zeker	escape	link	precisie	loc_methode	protocol	status	Foto's	Collectienr.	Waardplant	substraat	Methode	Toelichting	Locatie	Tags	Transecten
+	185134424	Otala lactea	Getande melkslak	0	210249	Helicidae (Tuinslakken e.a.)	molluscs	Native	04/02/2020	14:43	04/02/2020	34:04.3	ObsMapp	1	0	0	onbekend	onbekend	onbekend	ter plaatse	"-15,74078"	"27,89109"	"27,8910903930664"	"-15,7407751083374"	 onbekend	Spain - Gran Canaria - Mogán	Spain - Las Palmas	Spain	Y	N	https://observation.org/waarneming/view/185134424	25	110	1	O	0		-	-	onbekend	"""adult niet in coll"""			0
+	185134425	Mollusca indet.	Weekdier onbekend	0	26431	Mollusca indet.	molluscs	Native	04/02/2020	14:42	04/02/2020	34:04.3	ObsMapp	1	0	0	onbekend	onbekend	onbekend	ter plaatse	"-15,74070"	"27,89095"	"27,8909549713135"	"-15,740704536438"	 onbekend	Spain - Gran Canaria - Mogán	Spain - Las Palmas	Spain	Y	N	https://observation.org/waarneming/view/185134425	25	110	1	O	0		-	-	onbekend	"""Napaeus venegueraensis adult in coll"""			0
+	185134426	Hemicycla spec.		0	689642	Helicidae (Tuinslakken e.a.)	molluscs	Native	04/02/2020	14:34	04/02/2020	34:04.3	ObsMapp	1	0	0	onbekend	onbekend	onbekend	ter plaatse	"-15,74303"	"27,88875"	"27,8887500762939"	"-15,7430324554443"	 onbekend	Spain - Gran Canaria - Mogán	Spain - Las Palmas	Spain	Y	N	https://observation.org/waarneming/view/185134426	25	110	1	O	0		-	-	onbekend	"""psathyra psathyra niet in coll"""			0
+	185134427	Monilearia spec.		0	685911	Helicidae (Tuinslakken e.a.)	molluscs	Native	04/02/2020	14:33	04/02/2020	34:04.3	ObsMapp	1	0	0	onbekend	onbekend	onbekend	ter plaatse	"-15,74304"	"27,88879"	"27,8887920379639"	"-15,7430429458618"	 onbekend	Spain - Gran Canaria - Mogán	Spain - Las Palmas	Spain	Y	N	https://observation.org/waarneming/view/185134427	25	110	1	O	0		-	-	onbekend	"""persimilis niet in coll"""			0
+	185134428	Caracollina lenticula		0	721479	Trissexodontidae	molluscs	Native	04/02/2020	14:33	04/02/2020	34:04.3	ObsMapp	1	0	0	onbekend	onbekend	onbekend	ter plaatse	"-15,74308"	"27,88880"	"27,8888034820557"	"-15,7430791854858"	 onbekend	Spain - Gran Canaria - Mogán	Spain - Las Palmas	Spain	Y	N	https://observation.org/waarneming/view/185134428	25	110	1	O	0		-	-	onbekend	"""niet in coll"""			0
+	185134429	Monilearia spec.		0	685911	Helicidae (Tuinslakken e.a.)	molluscs	Native	04/02/2020	14:07	04/02/2020	34:04.3	ObsMapp	10	0	0	onbekend	schatting	onbekend	ter plaatse	"-15,74324"	"27,88753"	"27,8875331878662"	"-15,743239402771"	 onbekend	Spain - Gran Canaria - Mogán	Spain - Las Palmas	Spain	Y	N	https://observation.org/waarneming/view/185134429	25	110	1	O	0		-	-	onbekend	"""persimilis niet in coll"""			0
+	185134430	Caracollina lenticula		0	721479	Trissexodontidae	molluscs	Native	04/02/2020	14:07	04/02/2020	34:04.4	ObsMapp	10	0	0	onbekend	schatting	onbekend	ter plaatse	"-15,74325"	"27,88751"	"27,8875122070313"	"-15,7432498931885"	 onbekend	Spain - Gran Canaria - Mogán	Spain - Las Palmas	Spain	Y	N	https://observation.org/waarneming/view/185134430	25	110	1	O	0		-	-	onbekend	"""niet in coll"""			0
+	185134431	Hemicycla spec.		0	689642	Helicidae (Tuinslakken e.a.)	molluscs	Native	04/02/2020	14:06	04/02/2020	34:04.4	ObsMapp	1	0	0	onbekend	onbekend	onbekend	ter plaatse	"-15,74296"	"27,88768"	"27,8876762390137"	"-15,7429599761963"	 onbekend	Spain - Gran Canaria - Mogán	Spain - Las Palmas	Spain	Y	N	https://observation.org/waarneming/view/185134431	25	110	1	O	0		-	-	onbekend	"""psathyra psathyra adult niet in coll"""			0
+	185134432	Otala lactea	Getande melkslak	0	210249	Helicidae (Tuinslakken e.a.)	molluscs	Native	04/02/2020	14:05	04/02/2020	34:04.4	ObsMapp	2	0	0	onbekend	onbekend	onbekend	ter plaatse	"-15,74296"	"27,88769"	"27,8876876831055"	"-15,7429647445679"	 onbekend	Spain - Gran Canaria - Mogán	Spain - Las Palmas	Spain	Y	N	https://observation.org/waarneming/view/185134432	25	110	1	O	0		-	-	onbekend	"""adult niet in coll"""			0
+	185134433	Mollusca indet.	Weekdier onbekend	0	26431	Mollusca indet.	molluscs	Native	04/02/2020	13:57	04/02/2020	34:04.4	ObsMapp	1	0	0	onbekend	onbekend	onbekend	ter plaatse	"-15,74110"	"27,88825"	"27,8882541656494"	"-15,7410974502563"	 onbekend	Spain - Gran Canaria - Mogán	Spain - Las Palmas	Spain	Y	N	https://observation.org/waarneming/view/185134433	25	110	1	O	0		-	-	onbekend	"""Napaeus venegueraensis, adult in coll"""			0
+	185134434	Mollusca indet.	Weekdier onbekend	0	26431	Mollusca indet.	molluscs	Native	04/02/2020	13:57	04/02/2020	34:04.4	ObsMapp	1	0	0	onbekend	onbekend	onbekend	ter plaatse	"-15,74110"	"27,88825"	"27,8882541656494"	"-15,7410974502563"	 onbekend	Spain - Gran Canaria - Mogán	Spain - Las Palmas	Spain	Y	N	https://observation.org/waarneming/view/185134434	25	110	1	O	0		-	-	onbekend	"""Napaeus josei, adult in coll"""			0
+	185134435	Otala lactea	Getande melkslak	0	210249	Helicidae (Tuinslakken e.a.)	molluscs	Native	04/02/2020	13:49	04/02/2020	34:04.4	ObsMapp	2	0	0	onbekend	exact aantal	onbekend	ter plaatse	"-15,74025"	"27,88835"	"27,8883457183838"	"-15,7402477264404"	 onbekend	Spain - Gran Canaria - Mogán	Spain - Las Palmas	Spain	Y	N	https://observation.org/waarneming/view/185134435	25	110	1	O	0		-	-	onbekend	"""adult niet in coll"""			0
+	185134436	Hemicycla spec.		0	689642	Helicidae (Tuinslakken e.a.)	molluscs	Native	04/02/2020	13:43	04/02/2020	34:04.5	ObsMapp	3	0	0	onbekend	onbekend	onbekend	ter plaatse	"-15,73944"	"27,88884"	"27,8888378143311"	"-15,7394351959229"	 onbekend	Spain - Gran Canaria - Mogán	Spain - Las Palmas	Spain	Y	N	https://observation.org/waarneming/view/185134436	25	110	1	O	0		-	-	onbekend	"""psathyra psathyra in coll adult"""			0
+	185134437	Hemicycla spec.		0	689642	Helicidae (Tuinslakken e.a.)	molluscs	Native	04/02/2020	13:43	04/02/2020	34:04.5	ObsMapp	3	0	0	onbekend	onbekend	onbekend	ter plaatse	"-15,73944"	"27,88883"	"27,8888339996338"	"-15,7394351959229"	 onbekend	Spain - Gran Canaria - Mogán	Spain - Las Palmas	Spain	Y	N	https://observation.org/waarneming/view/185134437	25	110	1	O	0		-	-	onbekend	"""aff. saponacea adult, in coll"""			0
+	185134438	Mollusca indet.	Weekdier onbekend	0	26431	Mollusca indet.	molluscs	Native	04/02/2020	13:30	04/02/2020	34:04.5	ObsMapp	5	0	0	onbekend	schatting	onbekend	ter plaatse	"-15,73940"	"27,88842"	"27,8884162902832"	"-15,7393951416016"	 onbekend	Spain - Gran Canaria - Mogán	Spain - Las Palmas	Spain	Y	N	https://observation.org/waarneming/view/185134438	25	110	1	O	0		-	-	onbekend	"""Napaeus josei"""			0
+	185134439	Monilearia spec.		0	685911	Helicidae (Tuinslakken e.a.)	molluscs	Native	04/02/2020	13:29	04/02/2020	34:04.5	ObsMapp	15	0	0	onbekend	schatting	onbekend	ter plaatse	"-15,73940"	"27,88842"	"27,8884162902832"	"-15,7393951416016"	 onbekend	Spain - Gran Canaria - Mogán	Spain - Las Palmas	Spain	Y	N	https://observation.org/waarneming/view/185134439	25	110	1	O	0		-	-	onbekend	"""persimilis niet in col"""			0
+	185134440	Hemicycla spec.		0	689642	Helicidae (Tuinslakken e.a.)	molluscs	Native	04/02/2020	13:29	04/02/2020	34:04.5	ObsMapp	1	0	0	onbekend	onbekend	onbekend	ter plaatse	"-15,73938"	"27,88840"	"27,8884029388428"	"-15,7393760681152"	 onbekend	Spain - Gran Canaria - Mogán	Spain - Las Palmas	Spain	Y	N	https://observation.org/waarneming/view/185134440	25	110	1	O	0		-	-	onbekend	"""aff. saponacea in coll"""			0
+	185134442	Hemicycla spec.		0	689642	Helicidae (Tuinslakken e.a.)	molluscs	Native	04/02/2020	13:29	04/02/2020	34:04.6	ObsMapp	10	0	0	onbekend	schatting	onbekend	ter plaatse	"-15,73938"	"27,88840"	"27,8884029388428"	"-15,7393770217896"	 onbekend	Spain - Gran Canaria - Mogán	Spain - Las Palmas	Spain	Y	N	https://observation.org/waarneming/view/185134442	25	110	1	O	0		-	-	onbekend	"""psathyra psathyra"""			0
+	185134443	Xerotricha orbignii		0	546017	Hygromiidae (Loofslakken e.a.)	molluscs	Native	04/02/2020	13:28	04/02/2020	34:04.6	ObsMapp	5	0	0	onbekend	onbekend	onbekend	ter plaatse	"-15,73939"	"27,88840"	"27,8884048461914"	"-15,7393856048584"	 onbekend	Spain - Gran Canaria - Mogán	Spain - Las Palmas	Spain	Y	N	https://observation.org/waarneming/view/185134443	25	110	1	O	0		-	-	onbekend	"""niet in coll"""			0
+	185134444	Caracollina lenticula		0	721479	Trissexodontidae	molluscs	Native	04/02/2020	13:28	04/02/2020	34:04.6	ObsMapp	5	0	0	onbekend	schatting	onbekend	ter plaatse	"-15,73942"	"27,88840"	"27,8884010314941"	"-15,7394170761108"	 onbekend	Spain - Gran Canaria - Mogán	Spain - Las Palmas	Spain	Y	N	https://observation.org/waarneming/view/185134444	25	110	1	O	0		-	-	onbekend	"""niet in coll"""			0
+	185134445	Otala lactea	Getande melkslak	0	210249	Helicidae (Tuinslakken e.a.)	molluscs	Native	04/02/2020	13:07	04/02/2020	34:04.6	ObsMapp	2	0	0	onbekend	exact aantal	onbekend	ter plaatse	"-15,73835"	"27,88851"	"27,8885135650635"	"-15,7383489608765"	 onbekend	Spain - Gran Canaria - Mogán	Spain - Las Palmas	Spain	Y	N	https://observation.org/waarneming/view/185134445	25	110	1	O	0		-	-	onbekend	"""adult niet coll"""			0
+	185134446	Caracollina lenticula		0	721479	Trissexodontidae	molluscs	Native	04/02/2020	12:31	04/02/2020	34:04.6	ObsMapp	1	0	0	onbekend	onbekend	onbekend	ter plaatse	"-15,73414"	"27,88923"	"27,8892250061035"	"-15,7341423034668"	 onbekend	Spain - Gran Canaria - Mogán	Spain - Las Palmas	Spain	Y	N	https://observation.org/waarneming/view/185134446	25	110	1	O	0		-	-	onbekend	"""adult niet in coll"""			0
+	185134447	Xerotricha orbignii		0	546017	Hygromiidae (Loofslakken e.a.)	molluscs	Native	04/02/2020	12:17	04/02/2020	34:04.6	ObsMapp	3	0	0	onbekend	onbekend	onbekend	ter plaatse	"-15,73386"	"27,88927"	"27,8892707824707"	"-15,7338638305664"	 onbekend	Spain - Gran Canaria - Mogán	Spain - Las Palmas	Spain	Y	N	https://observation.org/waarneming/view/185134447	25	110	1	O	0		-	-	onbekend	"""adult in coll"""			0
+	185134448	Hemicycla spec.		0	689642	Helicidae (Tuinslakken e.a.)	molluscs	Native	04/02/2020	12:17	04/02/2020	34:04.6	ObsMapp	5	0	0	onbekend	onbekend	onbekend	ter plaatse	"-15,73388"	"27,88928"	"27,8892822265625"	"-15,7338800430298"	 onbekend	Spain - Gran Canaria - Mogán	Spain - Las Palmas	Spain	Y	N	https://observation.org/waarneming/view/185134448	25	110	1	O	0		-	-	onbekend	"""aff. saponacea, adult in coll"""			0
+	185134449	Hemicycla spec.		0	689642	Helicidae (Tuinslakken e.a.)	molluscs	Native	04/02/2020	12:12	04/02/2020	34:04.7	ObsMapp	30	0	0	onbekend	schatting	onbekend	ter plaatse	"-15,73387"	"27,88928"	"27,8892841339111"	"-15,733865737915"	 onbekend	Spain - Gran Canaria - Mogán	Spain - Las Palmas	Spain	Y	N	https://observation.org/waarneming/view/185134449	25	110	1	O	0		-	-	onbekend	"""psathyra psathyra, adult niet in coll"""			0
+	185134450	Mollusca indet.	Weekdier onbekend	0	26431	Mollusca indet.	molluscs	Native	04/02/2020	12:12	04/02/2020	34:04.7	ObsMapp	6	0	0	onbekend	onbekend	onbekend	ter plaatse	"-15,73387"	"27,88928"	"27,8892841339111"	"-15,733865737915"	 onbekend	Spain - Gran Canaria - Mogán	Spain - Las Palmas	Spain	Y	N	https://observation.org/waarneming/view/185134450	25	110	1	O	0		-	-	onbekend	"""Napaeus josei, adult in coll"""			0
+	185134451	Monilearia spec.		0	685911	Helicidae (Tuinslakken e.a.)	molluscs	Native	04/02/2020	12:11	04/02/2020	34:04.7	ObsMapp	2	0	0	onbekend	exact aantal	onbekend	ter plaatse	"-15,73386"	"27,88929"	"27,8892936706543"	"-15,7338581085205"	 onbekend	Spain - Gran Canaria - Mogán	Spain - Las Palmas	Spain	Y	N	https://observation.org/waarneming/view/185134451	25	110	1	O	0		-	-	onbekend	"""persimilis adult niet in coll"""			0
+	185134452	Xerotricha orbignii		0	546017	Hygromiidae (Loofslakken e.a.)	molluscs	Native	04/02/2020	11:06	04/02/2020	34:04.7	ObsMapp	1	0	0	onbekend	onbekend	onbekend	ter plaatse	"-15,73116"	"27,88790"	"27,8878955841064"	"-15,7311639785767"	 onbekend	Spain - Gran Canaria - Mogán	Spain - Las Palmas	Spain	Y	N	https://observation.org/waarneming/view/185134452	25	110	1	O	0		-	-	onbekend	"""adult, in coll"""			0
+	185134453	Monilearia spec.		0	685911	Helicidae (Tuinslakken e.a.)	molluscs	Native	04/02/2020	10:54	04/02/2020	34:04.7	ObsMapp	10	0	0	onbekend	schatting	onbekend	ter plaatse	"-15,73106"	"27,88796"	"27,8879585266113"	"-15,7310619354248"	 onbekend	Spain - Gran Canaria - Mogán	Spain - Las Palmas	Spain	Y	N	https://observation.org/waarneming/view/185134453	25	110	1	O	0		-	-	onbekend	"""persimilis niet coll"""			0
+	185134454	Caracollina lenticula		0	721479	Trissexodontidae	molluscs	Native	04/02/2020	10:54	04/02/2020	34:04.7	ObsMapp	10	0	0	onbekend	schatting	onbekend	ter plaatse	"-15,73107"	"27,88796"	"27,8879566192627"	"-15,731071472168"	 onbekend	Spain - Gran Canaria - Mogán	Spain - Las Palmas	Spain	Y	N	https://observation.org/waarneming/view/185134454	25	110	1	O	0		-	-	onbekend	"""niet in coll"""			0
+	185134455	Mollusca indet.	Weekdier onbekend	0	26431	Mollusca indet.	molluscs	Native	04/02/2020	10:53	04/02/2020	34:04.7	ObsMapp	2	0	0	onbekend	onbekend	onbekend	ter plaatse	"-15,73108"	"27,88795"	"27,8879547119141"	"-15,7310762405396"	 onbekend	Spain - Gran Canaria - Mogán	Spain - Las Palmas	Spain	Y	N	https://observation.org/waarneming/view/185134455	25	110	1	O	0		-	-	onbekend	"""Napaeus josei, adult in coll"""			0
+	185134456	Hemicycla spec.		0	689642	Helicidae (Tuinslakken e.a.)	molluscs	Native	04/02/2020	10:53	04/02/2020	34:04.9	ObsMapp	1	0	0	onbekend	onbekend	onbekend	ter plaatse	"-15,73110"	"27,88807"	"27,888069152832"	"-15,731104850769"	 onbekend	Spain - Gran Canaria - Mogán	Spain - Las Palmas	Spain	Y	N	https://observation.org/waarneming/view/185134456	25	110	1	O	0		-	-	onbekend	"""aff. saponacea, adult in coll"""			0
+	185134457	Hemicycla spec.		0	689642	Helicidae (Tuinslakken e.a.)	molluscs	Native	04/02/2020	10:52	04/02/2020	34:04.9	ObsMapp	40	0	0	onbekend	schatting	onbekend	ter plaatse	"-15,73110"	"27,88807"	"27,888069152832"	"-15,731104850769"	 onbekend	Spain - Gran Canaria - Mogán	Spain - Las Palmas	Spain	Y	N	https://observation.org/waarneming/view/185134457	25	110	1	O	0		-	-	onbekend	"""psathyra psathyra, in coll"""			0
+	185134458	Hemicycla spec.		0	689642	Helicidae (Tuinslakken e.a.)	molluscs	Native	04/02/2020	10:41	04/02/2020	34:05.0	ObsMapp	2	0	0	onbekend	onbekend	onbekend	ter plaatse	"-15,73093"	"27,88809"	"27,8880939483643"	"-15,7309274673462"	 onbekend	Spain - Gran Canaria - Mogán	Spain - Las Palmas	Spain	Y	N	https://observation.org/waarneming/view/185134458	25	110	1	O	0		-	-	onbekend	"""aff. saponacea, adult in coll"""			0
+	185134459	Caracollina lenticula		0	721479	Trissexodontidae	molluscs	Native	04/02/2020	10:39	04/02/2020	34:05.0	ObsMapp	10	0	0	onbekend	schatting	onbekend	ter plaatse	"-15,73115"	"27,88813"	"27,8881301879883"	"-15,7311534881592"	 onbekend	Spain - Gran Canaria - Mogán	Spain - Las Palmas	Spain	Y	N	https://observation.org/waarneming/view/185134459	25	110	1	O	0		-	-	onbekend	"""adult niet in coll"""			0
+	185134460	Hemicycla spec.		0	689642	Helicidae (Tuinslakken e.a.)	molluscs	Native	04/02/2020	10:38	04/02/2020	34:05.0	ObsMapp	5	0	0	onbekend	schatting	onbekend	ter plaatse	"-15,73121"	"27,88813"	"27,888126373291"	"-15,7312068939209"	 onbekend	Spain - Gran Canaria - Mogán	Spain - Las Palmas	Spain	Y	N	https://observation.org/waarneming/view/185134460	25	110	1	O	0		-	-	onbekend	"""psathyra psathyra, adult niet in coll"""			0
+	185134461	Monilearia spec.		0	685911	Helicidae (Tuinslakken e.a.)	molluscs	Native	04/02/2020	10:38	04/02/2020	34:05.0	ObsMapp	10	0	0	onbekend	schatting	onbekend	ter plaatse	"-15,73122"	"27,88814"	"27,8881378173828"	"-15,73122215271"	 onbekend	Spain - Gran Canaria - Mogán	Spain - Las Palmas	Spain	Y	N	https://observation.org/waarneming/view/185134461	25	110	1	O	0		-	-	onbekend	"""persimilis, adult niet in coll"""			0
+	185134462	Hemicycla spec.		0	689642	Helicidae (Tuinslakken e.a.)	molluscs	Native	04/02/2020	10:17	04/02/2020	34:05.0	ObsMapp	1	0	0	onbekend	onbekend	onbekend	ter plaatse	"-15,73191"	"27,88858"	"27,8885765075684"	"-15,7319068908691"	 onbekend	Spain - Gran Canaria - Mogán	Spain - Las Palmas	Spain	Y	N	https://observation.org/waarneming/view/185134462	25	110	1	O	0		-	-	onbekend	"""psathyra psathyra, adult niet in coll"""			0
+	185134463	Hemicycla spec.		0	689642	Helicidae (Tuinslakken e.a.)	molluscs	Native	04/02/2020	10:13	04/02/2020	34:05.0	ObsMapp	5	0	0	onbekend	onbekend	onbekend	ter plaatse	"-15,73226"	"27,88874"	"27,888744354248"	"-15,7322607040405"	 onbekend	Spain - Gran Canaria - Mogán	Spain - Las Palmas	Spain	Y	N	https://observation.org/waarneming/view/185134463	25	110	1	O	0		-	-	onbekend	"""aff. saponacea 3 adult, 2 juv in coll"""			0
+	185134464	Monilearia spec.		0	685911	Helicidae (Tuinslakken e.a.)	molluscs	Native	04/02/2020	10:06	04/02/2020	34:05.0	ObsMapp	10	0	0	onbekend	schatting	onbekend	ter plaatse	"-15,73271"	"27,88935"	"27,8893508911133"	"-15,7327127456665"	 onbekend	Spain - Gran Canaria - Mogán	Spain - Las Palmas	Spain	Y	N	https://observation.org/waarneming/view/185134464	25	110	1	O	0		-	-	onbekend	"""persimilis, adult niet in coll"""			0
+	185134465	Caracollina lenticula		0	721479	Trissexodontidae	molluscs	Native	04/02/2020	10:06	04/02/2020	34:05.1	ObsMapp	10	0	0	vrouw	schatting	onbekend	ter plaatse	"-15,73281"	"27,88933"	"27,8893299102783"	"-15,7328081130981"	 onbekend	Spain - Gran Canaria - Mogán	Spain - Las Palmas	Spain	Y	N	https://observation.org/waarneming/view/185134465	25	110	1	O	0		-	-	onbekend	"""adult, niet coll"""			0
+	185134466	Hemicycla spec.		0	689642	Helicidae (Tuinslakken e.a.)	molluscs	Native	04/02/2020	09:59	04/02/2020	34:05.1	ObsMapp	1	0	0	onbekend	onbekend	onbekend	ter plaatse	"-15,73307"	"27,88949"	"27,8894863128662"	"-15,7330684661865"	 onbekend	Spain - Gran Canaria - Mogán	Spain - Las Palmas	Spain	Y	N	https://observation.org/waarneming/view/185134466	25	110	1	O	0		-	-	onbekend	"""aff. saponacea, adult in coll"""			0
+	185134467	Hemicycla spec.		0	689642	Helicidae (Tuinslakken e.a.)	molluscs	Native	04/02/2020	09:25	04/02/2020	34:05.1	ObsMapp	1	0	0	onbekend	onbekend	onbekend	ter plaatse	"-15,73145"	"27,88920"	"27,8891983032227"	"-15,7314529418945"	 onbekend	Spain - Gran Canaria - Mogán	Spain - Las Palmas	Spain	Y	N	https://observation.org/waarneming/view/185134467	25	110	1	O	0		-	-	onbekend	"""aff. saponacea adult, in coll"""			0
+	185134468	Mollusca indet.	Weekdier onbekend	0	26431	Mollusca indet.	molluscs	Native	04/02/2020	08:45	04/02/2020	34:05.1	ObsMapp	15	0	0	onbekend	schatting	onbekend	ter plaatse	"-15,73015"	"27,88930"	"27,8892974853516"	"-15,7301454544067"	 onbekend	Spain - Gran Canaria - Mogán	Spain - Las Palmas	Spain	Y	N	https://observation.org/waarneming/view/185134468	25	110	1	O	0		-	-	onbekend	"""Napaeus josei in coll"""			0
+	185134469	Caracollina lenticula		0	721479	Trissexodontidae	molluscs	Native	04/02/2020	08:45	04/02/2020	34:05.1	ObsMapp	10	0	0	onbekend	schatting	onbekend	ter plaatse	"-15,73015"	"27,88930"	"27,8892993927002"	"-15,7301454544067"	 onbekend	Spain - Gran Canaria - Mogán	Spain - Las Palmas	Spain	Y	N	https://observation.org/waarneming/view/185134469	25	110	1	O	0		-	-	onbekend	"""niet coll, adult"""			0
+	185134470	Xerotricha orbignii		0	546017	Hygromiidae (Loofslakken e.a.)	molluscs	Native	04/02/2020	08:37	04/02/2020	34:05.2	ObsMapp	30	0	0	onbekend	onbekend	onbekend	ter plaatse	"-15,73009"	"27,88925"	"27,8892498016357"	"-15,730094909668"	 onbekend	Spain - Gran Canaria - Mogán	Spain - Las Palmas	Spain	Y	N	https://observation.org/waarneming/view/185134470	25	110	1	O	0		-	-	onbekend	"""in coll"""			0
+	185134471	Monilearia spec.		0	685911	Helicidae (Tuinslakken e.a.)	molluscs	Native	04/02/2020	08:36	04/02/2020	34:05.2	ObsMapp	20	0	0	onbekend	schatting	onbekend	ter plaatse	"-15,73009"	"27,88925"	"27,8892498016357"	"-15,730094909668"	 onbekend	Spain - Gran Canaria - Mogán	Spain - Las Palmas	Spain	Y	N	https://observation.org/waarneming/view/185134471	25	110	1	O	0		-	-	onbekend	"""persimilis in coll"""			0
+	185134472	Hemicycla spec.		0	689642	Helicidae (Tuinslakken e.a.)	molluscs	Native	04/02/2020	08:36	04/02/2020	34:05.2	ObsMapp	50	0	0	onbekend	schatting	onbekend	ter plaatse	"-15,73009"	"27,88925"	"27,8892517089844"	"-15,7300939559937"	 onbekend	Spain - Gran Canaria - Mogán	Spain - Las Palmas	Spain	Y	N	https://observation.org/waarneming/view/185134472	25	110	1	O	0		-	-	onbekend	"""psathyra psathyra in coll"""			0
+	185169399	Monilearia spec.		0	685911	Helicidae (Tuinslakken e.a.)	molluscs	Native	05/02/2020	17:21	05/02/2020	34:02.1	ObsMapp	1	0	0	onbekend	onbekend	onbekend	ter plaatse	"-15,58541"	"27,73919"	"27,7391929626465"	"-15,585412979126"	 onbekend	Spain - Gran Canaria - Las Dunas de Maspalomas	Spain - Las Palmas	Spain	Y	N	https://observation.org/waarneming/view/185169399	25	110	1	O	0		-	-	onbekend	"""subfossiel in coll"""			0
+	185169400	Mollusca indet.	Weekdier onbekend	0	26431	Mollusca indet.	molluscs	Native	05/02/2020	17:20	05/02/2020	34:02.1	ObsMapp	1	0	0	onbekend	onbekend	onbekend	ter plaatse	"-15,58541"	"27,73919"	"27,7391929626465"	"-15,585412979126"	 onbekend	Spain - Gran Canaria - Las Dunas de Maspalomas	Spain - Las Palmas	Spain	Y	N	https://observation.org/waarneming/view/185169400	25	110	1	O	0		-	-	onbekend	"""Obelus despreauxi subfossiel in coll"""			0
+	185169401	Caracollina lenticula		0	721479	Trissexodontidae	molluscs	Native	05/02/2020	17:15	05/02/2020	34:02.1	ObsMapp	1	0	0	onbekend	onbekend	onbekend	ter plaatse	"-15,58536"	"27,73928"	"27,7392768859863"	"-15,5853586196899"	 onbekend	Spain - Gran Canaria - Las Dunas de Maspalomas	Spain - Las Palmas	Spain	Y	N	https://observation.org/waarneming/view/185169401	25	110	1	O	0		-	-	onbekend	"""adult subfossiel niet in coll"""			0
+	185169402	Caracollina lenticula		0	721479	Trissexodontidae	molluscs	Native	05/02/2020	16:55	05/02/2020	34:02.1	ObsMapp	1	0	0	onbekend	onbekend	onbekend	ter plaatse	"-15,57738"	"27,74406"	"27,7440586090088"	"-15,5773754119873"	 onbekend	Spain - Gran Canaria - Las Dunas de Maspalomas	Spain - Las Palmas	Spain	Y	N	https://observation.org/waarneming/view/185169402	25	110	1	O	0		-	-	onbekend	"""niet in coll subfossiel"""			0
+	185169403	Monilearia spec.		0	685911	Helicidae (Tuinslakken e.a.)	molluscs	Native	05/02/2020	16:39	05/02/2020	34:02.1	ObsMapp	30	0	0	onbekend	schatting	onbekend	ter plaatse	"-15,57740"	"27,74413"	"27,7441272735596"	"-15,5773954391479"	 onbekend	Spain - Gran Canaria - Las Dunas de Maspalomas	Spain - Las Palmas	Spain	Y	N	https://observation.org/waarneming/view/185169403	25	110	1	O	0		-	-	onbekend	"""in coll subfossiel"""			0
+	185169404	Mollusca indet.	Weekdier onbekend	0	26431	Mollusca indet.	molluscs	Native	05/02/2020	16:39	05/02/2020	34:02.2	ObsMapp	40	0	0	onbekend	schatting	onbekend	ter plaatse	"-15,57739"	"27,74413"	"27,7441272735596"	"-15,5773916244507"	 onbekend	Spain - Gran Canaria - Las Dunas de Maspalomas	Spain - Las Palmas	Spain	Y	N	https://observation.org/waarneming/view/185169404	25	110	1	O	0		-	-	onbekend	"""Obelus despreauxi in coll subfossiel"""			0
+	185169405	Mollusca indet.	Weekdier onbekend	0	26431	Mollusca indet.	molluscs	Native	05/02/2020	16:35	05/02/2020	34:02.2	ObsMapp	1	0	0	onbekend	onbekend	onbekend	ter plaatse	"-15,57733"	"27,74411"	"27,7441120147705"	"-15,5773315429688"	 onbekend	Spain - Gran Canaria - Las Dunas de Maspalomas	Spain - Las Palmas	Spain	Y	N	https://observation.org/waarneming/view/185169405	25	110	1	O	0		-	-	onbekend	"""Obelus pumilio adult in coll subfossiel"""			0
+	185169406	Cochlicella barbara	Bolle duinhoren	0	19884	Cochlicellidae (Duinhorens)	molluscs	Native	05/02/2020	16:19	05/02/2020	34:02.2	ObsMapp	1	0	0	onbekend	onbekend	onbekend	ter plaatse	"-15,57547"	"27,74498"	"27,7449798583984"	"-15,5754661560059"	 onbekend	Spain - Gran Canaria - Las Dunas de Maspalomas	Spain - Las Palmas	Spain	Y	N	https://observation.org/waarneming/view/185169406	25	110	1	O	0		-	-	onbekend	"""juv in coll"""			0
+	185169407	Theba geminata		0	534770	Helicidae (Tuinslakken e.a.)	molluscs	Native	05/02/2020	16:07	05/02/2020	00:33.5	ObsMapp	1	0	0	onbekend	onbekend	onbekend	ter plaatse	"-15,57512"	"27,74546"	"27,7454643249512"	"-15,5751152038574"	 onbekend	Spain - Gran Canaria - Las Dunas de Maspalomas	Spain - Las Palmas	Spain	N	N	https://observation.org/waarneming/view/185169407	25	110	1	O	0		-	-	onbekend	"""in coll"""			0
